amc,Sigla,1991,2000,2010,Amazon
14066,PR,14269,11817,11190,0
14067,PR,21073,22355,22665,0
14068,PR,10586,10445,11032,0
14069,PR,24587,25151,24707,0
14070,PR,49846,57401,69958,0
14071,PR,8472,9531,11062,0
14072,PR,18057,18338,17240,0
14073,PR,117767,183329,212967,0
14074,PR,18972,20957,22345,0
14075,PR,7773,7851,8279,0
14076,PR,3493,3463,3636,0
14077,PR,8941,13241,15891,0
14078,PR,46644,46861,46928,0
14079,PR,35262,41823,50126,0
14080,PR,25140,23306,21749,0
14081,PR,6642,4946,4002,0
14082,PR,23660,20222,20416,0
14083,PR,5006,4759,4563,0
14084,PR,16568,17667,18040,0
14085,PR,19926,19067,19476,0
14086,PR,1315035,1587315,1751907,0
14087,PR,10503,12904,13923,0
14088,PR,7604,6099,5516,0
14089,PR,26012,20860,18092,0
14090,PR,9253,4878,5027,0
14091,PR,6578,6160,7445,0
14092,PR,5942,5777,5828,0
14093,PR,12396,11640,11201,0
14094,PR,14671,14082,13906,0
14095,PR,15046,11590,12178,0
14096,PR,49430,56638,64416,0
14097,PR,31509,32752,35282,0
14098,PR,38336,80417,103895,0
14099,PR,5983,4942,4802,0
14100,PR,14021,14560,16215,0
14101,PR,9585,9038,8293,0
14102,PR,5500,5285,5050,0
14103,PR,13829,14199,12256,0
14104,PR,4527,5122,5931,0
14105,PR,11998,12190,11222,0
14106,PR,2096,2434,2543,0
14107,PR,15196,11706,10119,0
14108,PR,190123,258543,256088,0
14109,PR,9205,6956,6418,0
14110,PR,61272,67132,78943,0
14111,PR,11287,13899,13669,0
14112,PR,5294,3836,3337,0
14113,PR,45131,38200,36721,0
14114,PR,12156,11626,10523,0
14115,PR,30000,28659,30704,0
14116,PR,5556,5898,6197,0
14117,PR,25621,31630,36355,0
14118,PR,3806,4068,3891,0
14119,PR,2290,2244,2219,0
14120,PR,5549,4919,5227,0
14121,PR,7762,8288,7871,0
14122,PR,17998,27257,32095,0
14123,PR,25604,24656,23003,0
14124,PR,26026,26448,28751,0
14125,PR,6106,5872,6066,0
14126,PR,35168,42153,48198,0
14127,PR,11970,10048,8839,0
14128,PR,64963,70712,81146,0
14129,PR,13776,10963,10943,0
14130,PR,2642,2915,2988,0
14131,PR,6742,6284,6397,0
14132,PR,12590,13308,14150,0
14133,PR,47854,52352,56207,0
14134,PR,15814,11335,10622,0
14135,PR,5054,4771,4568,0
14136,PR,24721,31268,34795,0
14137,PR,9717,7090,6759,0
14138,PR,6169,5956,5979,0
14139,PR,9045,9162,10531,0
14140,PR,38296,48685,54537,0
14141,PR,4555,4447,3583,0
14142,PR,11454,11899,12815,0
14143,PR,100249,106689,117049,0
14144,PR,2508,2796,3010,0
14145,PR,4376,4590,4902,0
14146,PR,40858,39625,39121,0
14147,PR,10613,10932,12225,0
14148,PR,25149,30780,32606,0
14149,PR,18574,19676,20269,0
14150,PR,10614,8084,6532,0
14151,PR,4834,4901,4903,0
14152,PR,8115,7755,8549,0
14153,PR,20446,18456,16297,0
14154,PR,1405,1523,1409,0
14155,PR,10428,11327,11875,0
14156,PR,12841,9832,9001,0
14157,PR,9875,9661,10736,0
14158,PR,4223,3659,3433,0
14159,PR,8796,8134,7641,0
14160,PR,6046,6299,6610,0
14161,PR,6568,5044,4506,0
14162,PR,40150,41838,44932,0
14163,PR,24317,24079,21225,0
14164,PR,54102,63670,63292,0
14165,PR,4761,4440,4145,0
14166,PR,6877,6224,5361,0
14167,PR,17757,19549,21201,0
14168,PR,3762,4064,4401,0
14169,PR,390100,456778,518963,0
14170,PR,9103,7540,7315,0
14171,PR,7530,5668,5160,0
14172,PR,4459,4323,4592,0
14173,PR,11808,12602,12973,0
14174,PR,16032,15156,13961,0
14175,PR,14697,16828,19781,0
14176,PR,28086,31395,32658,0
14177,PR,11956,13066,13169,0
14178,PR,8439,6384,5956,0
14179,PR,22625,28702,31959,0
14180,PR,13764,15542,17418,0
14181,PR,6725,6756,6858,0
14182,PR,11053,10296,10224,0
14183,PR,240292,288653,357077,0
14184,PR,6280,6017,6268,0
14185,PR,30705,31660,34367,0
14186,PR,17113,13665,13900,0
14187,PR,5007,4612,4603,0
14188,PR,17329,18212,20212,0
14189,PR,11325,24184,29428,0
14190,PR,38665,42567,46385,0
14191,PR,2337,2500,2327,0
14192,PR,5326,5113,5296,0
14193,PR,10372,10433,10474,0
14194,PR,17004,13395,12606,0
14195,PR,13135,15275,15718,0
14196,PR,3628,3401,3672,0
14197,PR,3480,3833,3836,0
14198,PR,1206,1338,1431,0
14199,PR,4105,3585,3478,0
14200,PR,15494,13641,11866,0
14201,PR,11260,9914,7425,0
14202,PR,24189,25729,26615,0
14203,PR,8385,8305,8147,0
14204,PR,12854,13169,13067,0
14205,PR,5397,5280,5503,0
14206,PR,8642,7675,7554,0
14207,PR,7042,7125,7626,0
14208,PR,11615,10397,10377,0
14209,PR,17587,9476,7398,0
14210,PR,27504,25216,23380,0
14211,PR,3750,3396,3380,0
14212,PR,6330,5472,5692,0
14213,PR,22197,30764,35936,0
14214,PR,29046,30847,32123,0
14215,PR,8875,9739,11772,0
14216,PR,8528,9109,10250,0
14217,PR,107675,141662,161389,0
14218,PR,2455,2393,2791,0
14219,PR,71052,75750,81590,0
14220,PR,4665,5060,5434,0
14221,PR,6558,6565,6913,0
14222,PR,14161,13487,13624,0
14223,PR,7745,9798,11236,0
14224,PR,106882,175871,210215,0
14225,PR,5728,6217,6215,0
14226,PR,20290,20430,21518,0
14227,PR,35010,35086,37515,0
14228,PR,19414,21647,23424,0
14229,PR,43776,51828,60676,0
14230,PR,3796,3992,4095,0
14231,PR,15092,14122,13654,0
14232,PR,233984,273616,311611,0
14233,PR,17102,15881,14189,0
14234,PR,3579,4236,4514,0
14235,PR,3211,2550,2530,0
14236,PR,3772,4051,4020,0
14237,PR,3633,4305,4784,0
14238,PR,11910,10728,10832,0
14239,PR,47014,46346,48792,0
14240,PR,5766,6742,7045,0
14241,PR,10007,16161,19851,0
14242,PR,10384,11438,11729,0
14243,PR,5599,5759,5088,0
14244,PR,14418,15272,17089,0
14245,PR,4509,4197,3955,0
14246,PR,17146,16023,16338,0
14247,PR,12948,13663,14176,0
14248,PR,7546,6959,6812,0
14249,PR,25084,23977,25172,0
14250,PR,11385,10903,10678,0
14251,PR,13841,14341,13524,0
14252,PR,12406,13023,14093,0
14253,PR,4197,3546,3334,0
14254,PR,26315,28710,31274,0
14255,PR,17573,13632,11537,0
14256,PR,8647,8527,8996,0
14257,PR,9908,6585,5588,0
14258,PR,5293,5413,6096,0
14259,PR,6360,5549,5178,0
14260,PR,14297,12757,13689,0
14261,PR,4628,4407,3803,0
14262,PR,10209,8578,8092,0
14263,PR,8708,8870,10432,0
14264,PR,18861,20491,23413,0
14265,PR,2044,2099,1818,0
14266,PR,12858,12344,12331,0
14267,PR,12510,11711,13132,0
14268,PR,14711,13470,12435,0
14269,PR,6030,5638,5249,0
14270,PR,6118,10754,10332,0
14271,PR,14149,18368,20841,0
14272,PR,38714,39943,42707,0
14273,PR,3111,2878,2727,0
14274,PR,2488,2790,2408,0
14275,PR,5514,5188,5269,0
14276,PR,4972,5904,6354,0
14277,PR,13275,11750,11337,0
14278,PR,13661,11207,10599,0
14279,PR,6008,6091,5911,0
14280,PR,16663,13196,11525,0
14281,PR,12320,12418,13704,0
14282,PR,10321,9307,9085,0
14283,PR,6087,5590,5517,0
14284,PR,9137,6604,6041,0
14285,PR,8507,6978,6511,0
14286,PR,5596,4102,3830,0
14287,PR,127455,204316,264210,0
14288,PR,33138,36569,41257,0
14289,PR,94879,105477,125804,0
14290,PR,9333,9473,10167,0
14291,PR,3247,2738,2491,0
14292,PR,7943,8548,8626,0
14293,PR,5115,5045,5349,0
14294,PR,7095,6872,6736,0
14295,PR,47981,71422,82847,0
14296,PR,14995,17778,18414,0
14297,PR,6708,6521,5817,0
14298,PR,14291,15147,15638,0
14299,PR,14226,16000,18454,0
14300,PR,5222,3918,3394,0
14301,PR,4579,4255,4664,0
14302,PR,12057,13120,14598,0
14303,PR,8528,6282,5836,0
14304,PR,14249,14640,15776,0
14305,PR,13909,13797,15221,0
14306,PR,19820,16300,16759,0
14307,PR,22759,26458,29301,0
14308,PR,10224,12260,14537,0
14309,PR,11912,9931,8791,0
14310,PR,14982,11822,11824,0
14311,PR,11460,9013,8695,0
14312,PR,8829,8018,7997,0
14313,PR,14146,14530,13811,0
14314,PR,26828,22593,21558,0
14315,PR,44008,48522,52735,0
14316,PR,2662,2362,2466,0
14317,PR,13299,11876,11472,0
14318,PR,18872,19559,19298,0
14319,PR,11370,9651,8973,0
14320,PR,10212,8721,7878,0
14321,PR,6478,6285,6513,0
14322,PR,8771,6500,6012,0
14323,SC,3245,2775,2653,0
14324,SC,63518,69897,78044,0
14325,SC,7181,7810,9323,0
14326,SC,3772,4257,4904,0
14327,SC,7133,6843,6961,0
14328,SC,6443,5782,6110,0
14329,SC,19120,18445,17313,0
14330,SC,4611,5390,5548,0
14331,SC,9795,8857,9410,0
14332,SC,64338,69316,74819,0
14333,SC,9599,7133,6380,0
14334,SC,6268,5776,5250,0
14335,SC,11021,10273,8623,0
14336,SC,3564,3234,3214,0
14337,SC,5613,6434,7458,0
14338,SC,7731,8520,9600,0
14339,SC,15998,29690,33240,0
14340,SC,48415,60749,70896,0
14341,SC,6096,6873,7753,0
14342,SC,3335,3490,3502,0
14343,SC,18093,18789,19196,0
14344,SC,6162,6934,7412,0
14345,SC,3702,3429,3300,0
14346,SC,6066,5474,5549,0
14347,SC,40308,73455,108089,0
14348,SC,22253,28412,34847,0
14349,SC,42242,42415,45170,0
14350,SC,13231,18691,25821,0
14351,SC,55376,57352,58769,0
14352,SC,17028,14305,13651,0
14353,SC,8385,9071,10336,0
14354,SC,34063,48077,58206,0
14355,SC,212025,261808,309011,0
14356,SC,151235,166066,165123,0
14357,SC,11689,19420,30376,0
14358,SC,4153,4079,4395,0
14359,SC,60177,54330,55197,0
14360,SC,7253,7967,8942,0
14361,SC,4287,3756,4468,0
14362,SC,16540,24802,29018,0
14363,SC,8389,8982,10010,0
14364,SC,42811,46497,50785,0
14365,SC,57971,76058,105503,0
14366,SC,52684,65222,72588,0
14367,SC,7428,6354,6219,0
14368,SC,4995,6671,6226,0
14369,SC,25806,41445,62361,0
14370,SC,10074,11634,11748,0
14371,SC,12811,12149,11064,0
14372,SC,8165,9004,10603,0
14373,SC,13694,19955,20769,0
14374,SC,95062,107031,118909,0
14375,SC,12180,13449,14348,0
14376,SC,8532,7715,7065,0
14377,SC,3457,2844,2771,0
14378,SC,21152,22053,25012,0
14379,SC,123050,159018,196243,0
14380,SC,29882,32453,35382,0
14381,SC,14093,11928,11949,0
14382,SC,10389,11847,13852,0
14383,SC,17092,17026,14785,0
14384,SC,146320,170420,192308,0
14385,SC,10776,10229,10613,0
14386,SC,12230,11186,12173,0
14387,SC,42234,46757,48537,0
14388,SC,13720,14250,14811,0
14389,SC,3616,3309,3721,0
14390,SC,2997,3082,3604,0
14391,SC,12494,12944,13904,0
14392,SC,4626,4269,4352,0
14393,SC,9266,10767,10661,0
14394,SC,255390,342315,421240,0
14395,SC,19362,17359,16410,0
14396,SC,14059,18348,22548,0
14397,SC,26649,32948,34553,0
14398,SC,7069,6455,5620,0
14399,SC,9918,13164,18138,0
14400,SC,8771,11378,14761,0
14401,SC,35614,46414,57981,0
14402,SC,9629,11598,12999,0
14403,SC,5387,5817,6223,0
14404,SC,8272,10799,10635,0
14405,SC,9905,12976,18430,0
14406,SC,12434,11038,10498,0
14407,SC,17640,23794,35172,0
14408,SC,4776,4696,4908,0
14409,SC,17832,20044,21239,0
14410,SC,11833,10709,10619,0
14411,SC,3936,3587,3373,0
14412,SC,13773,15802,17330,0
14413,SC,38095,48634,58833,0
14414,SC,9448,10574,12355,0
14415,SC,15431,13404,11672,0
14416,SC,30942,35700,40170,0
14417,SC,4614,5246,5707,0
14418,SC,30158,40194,54854,0
14419,SC,35922,44142,49927,0
14420,SC,4765,4979,4752,0
14421,SC,7718,7877,8409,0
14422,SC,7253,6907,7220,0
14423,SC,5727,4592,4253,0
14424,SC,7600,8602,9531,0
14425,SC,9762,9734,10448,0
14426,SC,8426,8816,8189,0
14427,SC,26240,27926,29068,0
14428,SC,119631,147494,183373,0
14429,SC,12176,25869,45797,0
14430,SC,21355,19787,21445,0
14431,SC,4007,8839,14763,0
14432,SC,4407,4194,4041,0
14433,SC,11514,10923,10609,0
14434,SC,18427,22741,27690,0
14435,SC,76968,108489,143123,0
14436,SC,28139,29638,32620,0
14437,SC,347151,429604,515288,0
14438,SC,4044,4594,4721,0
14439,SC,2080,2173,2199,0
14440,SC,44862,47568,51562,0
14441,SC,21298,24429,27203,0
14442,SC,4326,5062,6004,0
14443,SC,13936,13604,14367,0
14444,SC,10804,11682,11838,0
14445,SC,4268,3739,3365,0
14446,SC,5278,4877,4642,0
14447,SC,7578,8381,10244,0
14448,SC,6440,7974,10438,0
14449,SC,47042,49940,52912,0
14450,SC,3785,3143,3279,0
14451,SC,7326,6906,7479,0
14452,SC,4642,5541,6404,0
14453,SC,11168,12562,14674,0
14454,SC,9755,9997,9890,0
14455,SC,19369,19010,19773,0
14456,SC,16436,13894,15069,0
14457,SC,8600,8350,8346,0
14458,SC,12373,14551,16126,0
14459,SC,23662,39317,60556,0
14460,SC,3114,3543,4275,0
14461,SC,9122,9852,12190,0
14462,SC,10376,11511,13309,0
14463,SC,23181,22748,24542,0
14464,SC,20041,20031,21393,0
14465,SC,14576,16126,18710,0
14466,SC,6977,7419,7372,0
14467,SC,68430,102742,137334,0
14468,SC,8857,8206,7765,0
14469,SC,17749,16034,16020,0
14470,SC,16232,16822,17928,0
14471,SC,8985,11184,13629,0
14472,SC,12259,15324,15456,0
14473,SC,5530,5924,6692,0
14474,SC,5062,4921,4107,0
14475,SC,13108,17678,25141,0
14476,SC,3189,3230,2988,0
14477,SC,7067,6406,6131,0
14478,SC,7935,10911,17078,0
14479,SC,10673,12356,16332,0
14480,SC,2374,2729,3147,0
14481,SC,4909,5812,4786,0
14482,SC,18771,22127,27759,0
14483,SC,4752,5168,4894,0
14484,SC,29883,31858,33493,0
14485,SC,11465,12203,14810,0
14486,SC,7579,7286,7267,0
14487,SC,1796,2160,1725,0
14488,SC,11372,12333,14887,0
14489,SC,2775,2305,2284,0
14490,SC,17673,16291,16442,0
14491,SC,2359,2637,2748,0
14492,SC,5753,6129,6143,0
14493,SC,6887,6522,6192,0
14494,SC,6966,6730,7090,0
14495,SC,8642,8939,10284,0
14496,SC,45679,51650,61198,0
14497,SC,4174,4320,4446,0
14498,SC,28460,37707,39846,0
14499,SC,11506,12666,13135,0
14500,SC,9371,10380,10922,0
14501,SC,9419,6491,5551,0
14502,SC,7129,7163,7370,0
14503,SC,3510,3910,4301,0
14504,SC,12611,14802,15757,0
14505,SC,1896,2007,2065,0
14506,SC,7227,7810,8054,0
14507,SC,13392,15708,19823,0
14508,SC,50328,65437,74801,0
14509,SC,3373,3218,3008,0
14510,SC,29593,32301,42520,0
14511,SC,12765,14861,26260,0
14512,SC,22295,22836,24812,0
14513,SC,139493,177143,214508,0
14514,SC,11595,10393,9273,0
14515,SC,6007,8587,10993,0
14516,SC,3378,3274,3209,0
14517,SC,9072,8324,9016,0
14518,SC,6607,10811,15316,0
14519,SC,3861,3330,3285,0
14520,SC,13388,15226,16525,0
14521,SC,19650,23499,30960,0
14522,SC,5705,5323,5308,0
14523,SC,23806,29358,36774,0
14524,SC,4960,6501,7167,0
14525,SC,15636,17124,18129,0
14526,SC,6201,6716,6876,0
14527,SC,4027,4840,6341,0
14528,SC,5546,4777,4633,0
14529,SC,2474,2527,2482,0
14530,SC,2784,3526,3532,0
14531,SC,7587,6279,6290,0
14532,SC,6203,5519,5207,0
14533,SC,3649,3251,3600,0
14534,SC,4961,4404,4142,0
15001,RS,141532,155272,157747,0
15002,RS,51771,52304,56139,0
15003,RS,16718,17455,16722,0
15004,RS,11059,10432,9692,0
15005,RS,34941,32239,28688,0
15006,RS,78918,84338,77653,0
15007,RS,6247,5367,4301,0
15008,RS,250663,284797,305017,0
15009,RS,13567,10266,8027,0
15010,RS,2139,2137,1848,0
15011,RS,15565,20054,22018,0
15012,RS,142046,183968,195673,0
15013,RS,5917,5740,6353,0
15014,RS,29458,27966,25925,0
15015,RS,1047,1113,1216,0
15016,RS,25103,26983,28613,0
15017,RS,10989,12918,12833,0
15018,RS,204027,232087,239774,0
15019,RS,58675,73221,79849,0
15020,RS,10714,9530,8568,0
15021,RS,19072,21865,23733,0
15022,RS,3031,5273,7740,0
15023,RS,291100,326868,334527,0
15024,RS,11824,13335,13606,0
15025,RS,15581,15907,16276,0
15026,RS,18150,19152,18470,0
15027,RS,12636,12953,12569,0
15028,RS,157225,168046,165579,0
15029,RS,7423,7016,6630,0
15030,RS,8967,16334,23524,0
15031,RS,6835,5397,5741,0
15032,RS,85995,103675,111970,0
15033,RS,6233,5592,5357,0
15034,RS,23674,21045,19998,0
15035,RS,117456,130820,129447,0
15036,RS,159056,175955,187747,0
15037,RS,7709,6836,5939,0
15038,RS,78643,96134,111668,0
15039,RS,58716,56894,54206,0
15040,RS,27269,24650,23409,0
15041,RS,35483,40461,45474,0
15042,RS,16190,15118,14809,0
15043,RS,7471,9494,11789,0
15044,RS,9410,9552,7787,0
15045,RS,11470,13621,15169,0
15046,RS,7359,7825,7673,0
15047,RS,7934,7757,6884,0
15048,RS,4924,4198,3702,0
15049,RS,63553,74575,82272,0
15050,RS,25534,27643,28037,0
15051,RS,34618,34643,33690,0
15052,RS,15834,15311,13676,0
15053,RS,89148,91438,87682,0
15054,RS,88195,107564,118278,0
15055,RS,17168,16232,15806,0
15056,RS,7830,7243,6753,0
15057,RS,6202,5580,5071,0
15058,RS,2526,2498,2592,0
15059,RS,7092,6840,6542,0
15060,RS,93143,101772,105256,0
15061,RS,46384,42714,38541,0
15062,RS,8554,8258,7647,0
15063,RS,47876,54018,60074,0
15064,RS,3868,3785,3494,0
15065,RS,7454,7092,6535,0
15066,RS,24801,33625,39229,0
15067,RS,50367,51447,53259,0
15068,RS,279127,321843,346543,0
15069,RS,70867,82383,93940,0
15070,RS,24755,38695,54474,0
15071,RS,59168,62464,62046,0
15072,RS,18894,23718,24298,0
15073,RS,11248,13961,14859,0
15074,RS,7476,10032,11612,0
15075,RS,40607,43438,46997,0
15076,RS,15921,20519,25192,0
15077,RS,8889,7999,6918,0
15078,RS,10232,10647,10790,0
15079,RS,17658,17057,15634,0
15080,RS,290925,360419,435564,0
15081,RS,14862,15032,14213,0
15082,RS,3901,4297,4454,0
15083,RS,2973,2601,2417,0
15084,RS,8023,8273,10268,0
15085,RS,18901,18192,18831,0
15086,RS,24756,29961,35320,0
15087,RS,34462,38471,36907,0
15088,RS,45220,50867,58351,0
15089,RS,26686,29863,33039,0
15090,RS,4395,4072,3550,0
15091,RS,6421,6491,6552,0
15092,RS,15063,13801,13036,0
15093,RS,7740,6858,6867,0
15094,RS,9598,8435,7748,0
15095,RS,4159,4093,3917,0
15096,RS,6075,6632,7280,0
15097,RS,24384,22386,21743,0
15098,RS,10798,11664,12320,0
15099,RS,3978,3444,2866,0
15100,RS,217592,254635,272306,0
15101,RS,18951,27419,33248,0
15102,RS,13021,11542,10035,0
15103,RS,5615,5364,5446,0
15104,RS,12407,13297,14380,0
15105,RS,37474,43394,46305,0
15106,RS,38054,40410,38898,0
15107,RS,3586,3902,3401,0
15108,RS,7208,6329,5313,0
15109,RS,17703,27268,34343,0
15110,RS,21479,23902,24534,0
15111,RS,9955,9702,8938,0
15112,RS,4041,3491,3080,0
15113,RS,3209,3023,2970,0
15114,RS,13618,13035,12909,0
15115,RS,7272,5647,5163,0
15116,RS,40761,35908,33698,0
15117,RS,27886,29133,29627,0
15118,RS,5531,6228,6011,0
15119,RS,28190,35132,42574,0
15120,RS,70547,80048,80755,0
15121,RS,3541,3313,2798,0
15122,RS,2553,2471,2579,0
15123,RS,45364,55308,63635,0
15124,RS,9084,9586,9307,0
15125,RS,3085,2923,2567,0
15126,RS,19869,26074,29576,0
15127,RS,12092,11473,10719,0
15128,RS,7696,7598,7014,0
15129,RS,24935,26759,28843,0
15130,RS,63783,68544,64905,0
15131,RS,6499,6391,5862,0
15132,RS,11548,11794,11700,0
15133,RS,4587,5684,6891,0
15134,RS,22095,28593,32273,0
15135,RS,20929,20067,17959,0
15136,RS,181035,232629,255660,0
15137,RS,1737,1749,1598,0
15138,RS,19825,21972,24301,0
15139,RS,3074,3659,4254,0
15140,RS,17023,17699,18348,0
15141,RS,6030,5228,4919,0
15142,RS,5111,4454,4371,0
15143,RS,17816,18633,19310,0
15144,RS,20514,26767,31660,0
15145,RS,3860,4255,4102,0
15146,RS,7352,12242,17670,0
15147,RS,21539,26741,33088,0
15148,RS,7491,7308,6618,0
15149,RS,5718,5456,6016,0
15150,RS,2348,2057,1944,0
15151,RS,3370,3503,3441,0
15152,RS,40057,44805,42897,0
15153,RS,10407,11453,12462,0
15154,RS,6657,5252,4171,0
15155,RS,2563,2495,2156,0
15156,RS,16326,21801,27585,0
15157,RS,27755,30093,27931,0
15158,RS,12749,12488,11473,0
15159,RS,4053,4814,4177,0
15160,RS,23240,24698,25856,0
15161,RS,7507,8284,8331,0
15162,RS,32789,34144,33102,0
15163,RS,20140,20972,22099,0
15164,RS,6037,6098,6185,0
15165,RS,24965,26604,27982,0
15166,RS,8830,8109,7679,0
15167,RS,8662,6574,5780,0
15168,RS,7338,5728,5510,0
15169,RS,26667,27805,26326,0
15170,RS,36857,43435,47811,0
15171,RS,7080,6108,5134,0
15172,RS,2997,2474,2210,0
15173,RS,5578,5575,5111,0
15174,RS,55482,64444,69811,0
15175,RS,6633,5651,4911,0
15176,RS,5999,5034,4855,0
15177,RS,1786,1684,1542,0
15178,RS,30582,32162,32793,0
15179,RS,6070,5998,6227,0
15180,RS,9089,11658,12124,0
15181,RS,7127,6937,6765,0
15182,RS,2653,2757,3182,0
15183,RS,2868,3236,4001,0
15184,RS,6762,7836,8840,0
15185,RS,3589,4010,4671,0
15186,RS,10013,15071,18346,0
15187,RS,16767,21564,24227,0
15188,RS,15076,18344,22830,0
15189,RS,2959,3032,3343,0
15190,RS,205668,236193,238940,0
15191,RS,12538,11023,9823,0
15192,RS,5395,4831,4243,0
15193,RS,11669,11127,11417,0
15194,RS,29379,32610,38058,0
15195,RS,10017,10979,9895,0
15196,RS,5110,6020,6812,0
15197,RS,6565,7212,7336,0
15198,RS,31995,44776,51502,0
15199,RS,42924,43349,43602,0
15200,RS,7202,7744,8044,0
15201,RS,4039,4189,3973,0
15202,RS,2740,2503,2513,0
15203,RS,3819,3349,2757,0
15204,RS,17655,19414,19841,0
15205,RS,1558,1946,2017,0
15206,RS,19489,24657,30920,0
15207,RS,1263403,1360590,1409351,0
15208,RS,12481,12344,11099,0
15209,RS,10934,11190,10558,0
15210,RS,2215,2195,1875,0
15211,RS,2340,2112,2000,0
15212,RS,5243,4629,4141,0
15213,RS,22083,24002,23021,0
15214,RS,3430,3582,3653,0
15215,RS,9176,8846,10222,0
15216,RS,15242,16400,15849,0
15217,RS,172422,186544,197228,0
15218,RS,3389,4071,4330,0
15219,RS,41671,39553,37102,0
15220,RS,13420,17851,19485,0
15221,RS,7126,6107,5518,0
15222,RS,8808,7799,7203,0
15223,RS,40464,41058,39707,0
15224,RS,3330,3195,2869,0
15225,RS,14448,14744,15373,0
15226,RS,9941,10003,8829,0
15227,RS,5185,5891,6053,0
15228,RS,87115,91133,90796,0
15229,RS,8408,8621,8242,0
15230,RS,80252,90849,82464,0
15231,RS,58287,65016,68587,0
15232,RS,76592,80724,79760,0
15233,RS,13257,12691,11210,0
15234,RS,17832,14426,13968,0
15235,RS,2561,2831,2926,0
15236,RS,19251,19725,20537,0
15237,RS,5212,4929,4726,0
15238,RS,2874,2875,2774,0
15239,RS,2456,2530,2204,0
15240,RS,2800,3387,4094,0
15241,RS,26535,26538,25926,0
15242,RS,22071,23796,25503,0
15243,RS,167907,193547,214087,0
15244,RS,41420,43691,43111,0
15245,RS,15857,18958,20103,0
15246,RS,7352,6321,5773,0
15247,RS,6874,6406,5727,0
15248,RS,8523,7187,6364,0
15249,RS,20381,20185,19320,0
15250,RS,16833,19700,21932,0
15251,RS,1458,1682,1944,0
15252,RS,7576,8336,8440,0
15253,RS,104885,122751,130957,0
15254,RS,3734,3208,3011,0
15255,RS,6950,6911,7158,0
15256,RS,4579,4861,4929,0
15257,RS,8458,10894,14253,0
15258,RS,8938,7466,6294,0
15259,RS,4430,4153,3842,0
15260,RS,2380,2571,2449,0
15261,RS,25024,29450,30223,0
15262,RS,42467,52825,54643,0
15263,RS,3060,2921,2966,0
15264,RS,5075,5342,5351,0
15265,RS,20130,31040,41585,0
15266,RS,3288,3144,2855,0
15267,RS,7999,9523,10217,0
15268,RS,15087,19430,23848,0
15269,RS,5030,4620,4381,0
15270,RS,6927,5922,5787,0
15271,RS,17923,22166,25793,0
15272,RS,4388,4310,4395,0
15273,RS,2325,2958,3924,0
15274,RS,1826,1887,1984,0
15275,RS,17912,21300,23983,0
15276,RS,16916,19466,22810,0
15277,RS,169176,227429,239384,0
15278,RS,6624,6128,5285,0
15279,RS,2650,3086,3207,0
15280,RS,4059,4173,4221,0
15281,RS,3148,2996,2832,0
15282,RS,1783,1618,1569,0
15283,RS,2749,2725,2759,0
16001,TO,6394,7603,8708,1
16002,TO,108819,138572,153822,1
16003,TO,6883,7561,7235,1
16004,TO,7652,8474,7586,1
16005,TO,30104,29736,31909,1
16006,TO,3266,3517,4213,1
16007,TO,103315,133711,173463,1
16008,TO,12712,12678,12112,1
16009,TO,13964,13968,14452,1
16010,TO,12884,13258,12931,1
16011,TO,10313,12964,15950,1
16012,TO,4663,4310,5051,1
16013,TO,9981,8827,9275,1
16014,TO,9073,10329,10424,1
16015,TO,18164,20253,24326,1
16016,TO,12919,12727,13797,1
16017,TO,4315,4551,4456,1
16018,TO,13432,13577,18201,1
16019,TO,6498,7047,7842,1
16020,TO,17801,20215,24757,1
16021,TO,12417,13861,17320,1
16022,TO,78412,91406,103530,1
16023,TO,2775,3660,4601,1
16024,TO,13933,15393,16970,1
16025,TO,8867,6810,8029,1
16026,TO,10330,12141,12277,1
16027,TO,21018,25301,30838,1
16028,TO,4870,4524,4669,1
16029,TO,19952,22707,26953,1
16030,TO,6814,6668,7240,1
16031,TO,7949,7269,7161,1
16032,TO,53854,55688,60695,1
16033,TO,11029,11828,13459,1
16034,TO,52545,61954,63070,1
16035,TO,5151,4839,4956,1
16036,TO,3652,2522,2445,1
16037,TO,6975,8970,11247,1
16038,TO,30697,145487,237841,1
16039,TO,4166,3787,3725,1
16040,TO,2333,3332,4352,1
16041,TO,7486,7818,9403,1
16042,TO,6542,5193,6716,1
16043,TO,7669,9385,10686,1
16044,TO,3078,3190,3770,1
16045,TO,6537,6725,7001,1
16046,TO,11915,9808,10249,1
16047,TO,28825,38119,46786,1
16048,TO,10966,10416,10338,1
16049,TO,3289,4591,5054,1
16050,TO,8732,9352,8611,1
16051,TO,4949,4685,4506,1
16052,TO,11756,14497,14404,1
16053,TO,2103,2393,2796,1
16054,TO,6994,6089,6254,1
16055,TO,3822,4316,4568,1
16056,TO,3650,5054,4383,1
16057,TO,11399,13169,15051,1
16058,TO,9260,10273,10981,1
16059,GO,992989,1199722,1435706,0
16060,GO,9402,11452,15757,0
16061,GO,14059,18301,20279,0
16062,GO,2339,2460,2477,0
16063,GO,3976,4469,5090,0
16064,GO,1937,2200,2013,0
16065,GO,35509,157643,222626,0
16066,GO,16472,20047,23814,0
16067,GO,1992,2128,2051,0
16068,GO,21291,20323,21414,0
16069,GO,4193,6182,6885,0
